step,train_loss,val_loss,train_bpc,val_bpc
24600,1.3136413753032685,1.3474757432937623,1.8951838976565831,1.9439965725680808
24800,1.3101012229919433,1.3488594532012939,1.8900765374730426,1.9459928439897056
25000,1.3130308628082275,1.3448487997055054,1.8943031143075866,1.9402066940806075
25200,1.3104630053043365,1.3348757684230805,1.8905984790210135,1.9258186513068227
25400,1.3086878299713134,1.3462367117404939,1.8880374423713528,1.9422090278906754
25600,1.310246741771698,1.3431119799613953,1.8902864766949512,1.9377009928488618
25800,1.3070121884346009,1.3444327056407928,1.8856200026360301,1.9396063972369033
26000,1.3057540953159332,1.3408123254776,1.8838049579327518,1.9343832927293325
26200,1.303301566839218,1.336907869577408,1.8802667072617558,1.9287503535647557
26400,1.3075643002986908,1.3423486173152923,1.8864165316843686,1.9365996933449292
26600,1.2968656599521637,1.3358572363853454,1.8709816563121795,1.9272346102687736
26800,1.3011142194271088,1.3430603265762329,1.8771110319976045,1.937626472766243
27000,1.2945364117622375,1.3344070494174958,1.8676212614995733,1.9251424327218951
27200,1.3023210048675538,1.3363232254981994,1.8788520553679515,1.9279068904509962
27400,1.3049947559833526,1.3435425758361816,1.8827094628432857,1.9383222113820433
27600,1.2960931599140166,1.3369216859340667,1.8698671743380582,1.9287702863539904
27800,1.2978209614753724,1.3364861130714416,1.8723598650822662,1.9281418875451353
28000,1.296963733434677,1.3402577757835388,1.871123146439044,1.9335832466357836
28200,1.2865994691848754,1.3420087158679963,1.8561706738033925,1.9361093192125243
28400,1.292257583141327,1.3315564274787903,1.8643336067491498,1.9210298545874755
28600,1.2926761388778687,1.3338588535785676,1.864937455034594,1.9243515533036375
28800,1.2964876770973206,1.328059619665146,1.870436342321956,1.915985027295789
29000,1.2958883345127106,1.3394068360328675,1.8695716737473458,1.932355600077395
26200,1.3326942682266236,1.3517377972602844,1.922671411791696,1.9501454166895835
26400,1.3206789433956145,1.3658900678157806,1.9053369622433292,1.9705628272373166
26600,1.3298530280590057,1.3461335837841033,1.9185723686918992,1.9420602456994138
26800,1.3235504865646361,1.3478021800518036,1.9094797233329752,1.9444675212600708
27000,1.327518254518509,1.355087834596634,1.9152040024834256,1.9549784989415278
27200,1.3123303294181823,1.3552860140800476,1.8932924582597914,1.9552644114994546
27400,1.3180778086185456,1.3533822655677796,1.901584317999768,1.9525178829617058
27600,1.3172615885734558,1.3472363233566285,1.9004067613884428,1.9436511626120878
27800,1.3143741011619567,1.3534153163433076,1.8962409976192438,1.9525655651516576
28000,1.313652902841568,1.3595947682857514,1.8952005283789215,1.961480629824433
28200,1.3170197784900666,1.3458109378814698,1.9000579031803002,1.9415947660557213
28400,1.3140196204185486,1.3462639808654786,1.8957295900086382,1.9422483689220604
28600,1.3154886186122894,1.3534826993942262,1.8978489064178228,1.9526627783450576
28800,1.313599455356598,1.3492082417011262,1.8951234199574072,1.9464960394287327
29000,1.3126903593540191,1.3530471444129943,1.8938118716627947,1.9520344053336
29200,1.3176453709602356,1.3546099245548249,1.9009604423346305,1.9542890204942187
29400,1.3154013514518739,1.3465663552284242,1.8977230065182589,1.942684602915974
29600,1.3098618507385253,1.3472232162952422,1.8897311963101102,1.9436322531196253
29800,1.2993806183338166,1.355959403514862,1.874609974297432,1.9562359070976485
