step,train_loss,val_loss,train_bpc,val_bpc
0,5.642296576499939,5.641870999336243,8.140113290141239,8.139499312077659
200,2.4557558417320253,2.4485768914222716,3.5429067745008953,3.5325497384902254
400,2.410717046260834,2.4142352104187013,3.477929527626995,3.4830051656105834
600,2.343441200256348,2.320507514476776,3.3808709982247134,3.347784683481219
800,2.2140284419059753,2.207244169712067,3.194167853524869,3.1843802176746765
1000,2.108536410331726,2.087896490097046,3.0419750227193973,3.0121979121524807
1200,2.0338426649570467,2.010737681388855,2.9342147266819247,2.9008812814682736
1400,1.9668523013591765,1.9572151720523834,2.837568061331929,2.823664622672613
1600,1.9389631927013398,1.9196783304214478,2.7973325825764546,2.7695104074010275
1800,1.8979496598243712,1.8727872848510743,2.7381625620855155,2.7018609284945514
2000,1.8635227620601653,1.8429839849472045,2.6884950474079043,2.658863855521112
2200,1.8342163920402528,1.8053308725357056,2.6462148927137195,2.604541896971008
2400,1.814123797416687,1.7941793918609619,2.617227406091709,2.588453711102986
2600,1.7917986154556274,1.7501273810863496,2.5850189767895446,2.5249000936172656
2800,1.750683706998825,1.7288150191307068,2.525702702252312,2.4941528547142293
3000,1.7309528112411499,1.7177391529083252,2.497237036790417,2.47817375744165
3200,1.7220083951950074,1.7022676110267638,2.4843329721169995,2.4558530406942154
3400,1.7085070729255676,1.6774856686592101,2.464854681433435,2.4201002553369495
3600,1.6851978540420531,1.6659541368484496,2.4312265869431933,2.403463771579712
3800,1.6598119854927063,1.6589326024055482,2.3946025202783914,2.393333838659507
4000,1.654796189069748,1.6377429485321044,2.387366255652881,2.362763630098136
4200,1.6514838695526124,1.6192285358905791,2.3825875887116696,2.3360529787952355
4400,1.6342572748661042,1.6077832460403443,2.35773486598604,2.319540915886765
4600,1.6314383506774903,1.605976551771164,2.353668018038485,2.316934407024216
4800,1.6054299890995025,1.5919642627239228,2.316145883768275,2.2967189471042584
5000,1.6050021827220917,1.5718568742275238,2.3155286896291236,2.267710117435276
5200,1.59691361784935,1.5681545555591583,2.3038593571993107,2.2623688006526343
5400,1.5904256582260132,1.5537590980529785,2.2944992100252346,2.241600545497141
5600,1.5665746986865998,1.5739628672599792,2.26008954897728,2.270748423139346
5800,1.5725158751010895,1.561763596534729,2.2686608547275102,2.2531485957615653
6000,1.572271966934204,1.551263976097107,2.2683089696247123,2.238000845424992
6200,1.5569311320781707,1.5407867550849914,2.2461768232548165,2.222885410628515
